"","ID","FID","Join_Count","TARGET_FID","entryid","POINT_X","POINT_Y","TRP","Join","UniqueID","Surveyor","SurveyYear","State","County","cornerid","TreeNo","Group_","verbatim","L1_tree1","L3_tree1","TDiameter","TDistance","TDegree","ecotype","ecotypenot","ecotype2","ecotypen_1","ecotype3","ecotypen_2","feature","featurenot","timbernote","understory","landnotes","landnotesv","waterwet_1","generalnot","Line","AREASYMBOL","SPATIALVER","MUSYM","MUKEY","temp","precip","DEM","om_r","sandtotal_","silttotal_","claytotal_","kwfact","kffact","awc_r","ksat_r","CLASS","NCCPI","distance"
"3770",3770,3769,1,3769,NA,778454.8545,535855.8643," ","234153640200tree1",2.34e+11,"Reuben J. Dawson",1835,"IN","Kosciusko",NA,"tree1","Other","Lynn","Lynn","Basswood",20,7.443216,"351"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN085",5,"CrA",160860,9.869999886,985.2999878,259.0288391,0.86,42.0400009,36.7200012,21.2399998,0.34,0.34,0.15,4.54,"Developed, Open Space",0.560000002,33446.1289372684
"3771",3771,3770,1,3770,NA,762122.496,523434.7102," ","232143240600tree2",2.32e+11,"Reuben J. Dawson",1834,"IN","Marshall",NA,"tree2","Other","Beech","Beech","Beech",20,10.863072,"222"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN099",4,"OlcD",1702561,9.920000076,1003.169983,266.6839294,0.92,71.5299988,16.0799999,12.3900003,0.15,0.15,0.14,35.2200012,"Developed, Open Space",0.600000024,15552.2865167522
"3772",3772,3771,1,3771,NA,772022.5429,535998.6465," ","234153240200tree2",2.34e+11,"Reuben J. Dawson",1835,"IN","Kosciusko",NA,"tree2","Other","Beech","Beech","Beech",20,4.828032,"227"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN085",5,"Gf",160864,9.949999809,991.9199829,253.7948456,2.1700001,70.1500015,17.7199993,12.1300001,0.14,0.14,0.15,35.2200012,"Developed, Open Space",0.720000029,27174.4374252642
"3773",3773,3772,1,3772,NA,774539.4006,542386.6767," ","234153400600tree1",2.34e+11,"Reuben J. Dawson",1835,"IN","Kosciusko",NA,"tree1","Other","Beech","Beech","Beech",20,5.833872,"77.5"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN085",5,"CrA",160860,9.920000076,986.3200073,258.3973084,0.86,42.0400009,36.7200012,21.2399998,0.34,0.34,0.15,4.54,"Cultivated Crops",0.560000002,30415.7122903568
"3774",3774,3773,1,3773,NA,775853.3658,519961.6697," ","232153500400tree2",2.32e+11,"Reuben J. Dawson",1834,"IN","Kosciusko",NA,"tree2","Other","Blue Ash","Blue Ash","Ash",20,11.466576,"213"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN085",5,"CrA",160860,10.02000046,989.039978,262.5178833,0.86,42.0400009,36.7200012,21.2399998,0.34,0.34,0.15,4.54,"Developed, Open Space",0.560000002,29467.6394288298
"3775",3775,3774,1,3774,NA,766851.2042,518520.7682," ","232143540300tree1",2.32e+11,"Reuben J. Dawson",1834,"IN","Marshall",NA,"tree1","Other","Beech","Beech","Beech",20,5.431536,"286.5"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN085",5,"CrA",160860,9.930000305,998.7199707,248.5224304,0.86,42.0400009,36.7200012,21.2399998,0.34,0.34,0.15,4.54,"Developed, Open Space",0.560000002,20766.7733065717
"3776",3776,3775,1,3775,NA,753929.2331,553617.6252," ","235133300640tree2",2.35e+11,"Robert Clark, Jr.",1834,"IN","Marshall",NA,"tree2","Other","Linden","Lynn","Basswood",20,3.218688,"335"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN141",4,"ReyA",200282,9.800000191,1030.319946,253.4671021,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.25,0.19,9.1700001,"Hay/Pasture",0.800000012,14199.7661653681
"3777",3777,3776,1,3776,NA,768087.292,540123.4488," ","234143600440tree2",2.34e+11,"Reuben J. Dawson",1835,"IN","Marshall",NA,"tree2","Other","Linden","Lynn","Basswood",20,6.739128,"286"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN085",5,"Bc",160850,9.930000305,997.5499878,251.8712311,2.49,51,30.0400009,18.9599991,0.21,0.21,0.19,9.1700001,"Cultivated Crops",0.779999971,23894.0475551928
"3778",3778,3777,1,3777,NA,770705.0219,547453.9548," ","235153140300tree2",2.35e+11,"Reuben J. Dawson",1834,"IN","Elkhart",NA,"tree2","Other","Basswood","Lynn","Basswood",20,3.118104,"175"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN039",4,"CvdA",165351,9.859999657,992.1300049,266.1663208,0.86,42.0400009,36.7200012,21.2399998,0.34,0.34,0.15,4.54,"Cultivated Crops",0.560000002,27336.520311343
"3779",3779,3778,1,3778,NA,759339.8862,546278.3887," ","235133640200tree2",2.35e+11,"Robert Clark, Jr.",1834,"IN","Marshall",NA,"tree2","Other","Beech","beech","Beech",20,7.04088,"4"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN099",4,"CvdA",1702545,9.880000114,1013.280029,254.1161346,0.86,42.0400009,36.7200012,21.2399998,0.34,0.34,0.15,4.54,"Cultivated Crops",0.560000002,15918.690141858
"3780",3780,3779,1,3779,NA,739196.8744,546069.2914," ","235113600140tree2",2.35e+11,"David Hillis",1834,"IN","Marshall",NA,"tree2","Other","Beech","Beech","Beech",20,5.0292,"19"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN099",4,"RopA",1702565,9.920000076,1020.929993,245.5146027,0.91,53.8699989,28.1800003,17.9500008,0.25,0.25,0.15,22.1000004,"Cultivated Crops",0.75999999,2887.38272375031
"3781",3781,3780,1,3780,NA,747859.1321,540220.9838," ","234123540400tree1",2.34e+11,"David Hillis",1834,"IN","Marshall",NA,"tree1","Other","Beech","Beech","Beech",20,1.00584,"113"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN099",4,"CvdA",1702545,9.989999771,1020.080017,251.1135406,0.86,42.0400009,36.7200012,21.2399998,0.34,0.34,0.15,4.54,"Cultivated Crops",0.560000002,3665.96680412766
"3782",3782,3781,1,3781,NA,761369.82,529053.4812," ","233143200340tree1",2.33e+11,"Reuben J. Dawson",1834,"IN","Marshall",NA,"tree1","Other","Beech","beech","Beech",20,3.822192,"240.25"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN099",4,"RopB",1702566,9.970000267,1004.630005,255.3470001,0.91,53.8699989,28.1800003,17.9500008,0.25,0.25,0.15,22.1000004,"Cultivated Crops",0.75,15375.7203505729
"3783",3783,3782,1,3782,NA,738575.8073,553279.6737," ","235113540600tree1",2.35e+11,"David Hillis",1834,"IN","Marshall",NA,"tree1","Other","Beech","Beech","Beech",20,6.03504,"183"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN141",4,"CvdA",200312,9.779999733,1026.829956,243.2461243,0.86,42.0400009,36.7200012,21.2399998,0.34,0.34,0.15,4.54,"Cultivated Crops",0.560000002,1787.68756269444
"3784",3784,3783,1,3783,NA,764444.1824,519369.3051," ","232143400340tree2",2.32e+11,"Reuben J. Dawson",1834,"IN","Marshall",NA,"tree2","Other","Beech","Beech","Beech",20,2.615184,"316"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN099",4,"BufA",2481933,9.890000343,1000.97998,241.7832184,0.6,68.0599976,20.6900005,11.25,0.2,0.2,0.14,28.0499992,"Cultivated Crops",0.649999976,18292.0894697613
"3785",3785,3784,1,3784,NA,765639.7935,539403.9909," ","234143440400tree2",2.34e+11,"Reuben J. Dawson",1835,"IN","Marshall",NA,"tree2","Other","Beech","Beech","Beech",20,4.224528,"316"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN085",5,"CrA",160860,9.930000305,1000.469971,252.904541,0.86,42.0400009,36.7200012,21.2399998,0.34,0.34,0.15,4.54,"Developed, Low Intensity",0.560000002,21457.9785998777
"3786",3786,3785,1,3785,NA,760486.2903,528268.9735," ","233143140300tree2",2.33e+11,"Reuben J. Dawson",1834,"IN","Marshall",NA,"tree2","Other","Beech","beech","Beech",20,6.03504,"46.5"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN099",4,"BuuA",1702542,9.960000038,1004.650024,253.486496,2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.26,0.18,9.1700001,"Cultivated Crops",0.790000021,14380.7316433264
"3787",3787,3786,1,3786,NA,767185.2567,536142.7712," ","234143540200tree2",2.34e+11,"Reuben J. Dawson",1835,"IN","Marshall",NA,"tree2","Other","Beech","beech","Beech",20,5.833872,"50.5"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN085",5,"Bp",160855,9.93999958,998.0800171,253.3608551,0.46,66.5899963,20.2700005,13.1400003,0.17,0.17,0.15,28.2299995,"Developed, Open Space",0.660000026,22528.5375211296
"3788",3788,3787,1,3787,NA,774279.41,526405.8492," ","233153400200tree1",2.33e+11,"Reuben J. Dawson",1834,"IN","Kosciusko",NA,"tree1","Other","Beech","Beech","Beech",20,7.242048,"211.5"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN085",5,"MaA",160879,9.930000305,990.3499756,251.8995056,1.04,55.6800003,26.1399994,18.1800003,0.26,0.26,0.17,17.9400005,"Developed, Open Space",0.790000021,27885.990527765
"3789",3789,3788,1,3788,NA,777481.4883,521564.9784," ","232153600500tree2",2.32e+11,"Reuben J. Dawson",1834,"IN","Kosciusko",NA,"tree2","Other","Beech","beech","Beech",20,15.0876,"307.5"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN085",5,"CrB",160861,9.989999771,988.539978,257.4057922,0.86,42.0400009,36.7200012,21.2399998,0.34,0.34,0.15,4.54,"Developed, Open Space",0.550000012,30956.8920861424
"3790",3790,3789,1,3789,NA,766192.2589,528153.9305," ","233143500300tree2",2.33e+11,"Reuben J. Dawson",1834,"IN","Marshall",NA,"tree2","Other","Beech","beech","Beech",20,4.828032,"302"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN085",5,"RlB",160910,9.920000076,998.1699829,247.4086304,0.9,46,33,21,0.28,0.28,0.16,12.9799995,"Deciduous Forest",0.75999999,20038.917795002
"3791",3791,3790,1,3790,NA,763469.4452,547725.7745," ","235143300300tree1",2.35e+11,"Reuben J. Dawson",1834,"IN","St. Joseph",NA,"tree1","Other","Beech","Beech","Beech",20,7.644384,"109.75"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN099",4,"ReyA",1702564,9.899999619,1004.400024,260.6951904,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.25,0.19,9.1700001,"Developed, Open Space",0.800000012,20235.78803449
"3792",3792,3791,1,3791,NA,766189.7745,527351.4005," ","233143500240tree1",2.33e+11,"Reuben J. Dawson",1834,"IN","Marshall",NA,"tree1","Other","Beech","beech","Beech",20,4.828032,"51"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN085",5,"CrB",160861,9.920000076,998.1699829,247.0296478,0.86,42.0400009,36.7200012,21.2399998,0.34,0.34,0.15,4.54,"Developed, Open Space",0.550000012,19979.1788840521
"3793",3793,3792,1,3792,NA,755274.0978,515577.5143," ","232133440100tree2",2.32e+11,"Sylvester Sibley",1833,"IN","Marshall",NA,"tree2","Other","Beech","Beech","Beech",20,4.626864,"299"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN099",4,"WkxC2",2481978,9.920000076,1014.179993,243.9356995,0.94,51.2799988,30.0699997,18.6499996,0.28,0.28,0.18,9.1700001,"Developed, Open Space",0.649999976,9432.69995238774
"3794",3794,3793,1,3793,NA,746099.7579,535385.1467," ","234123440100tree1",2.34e+11,"Robert Clark",1834,"IN","Marshall",NA,"tree1","Other","Beech","beech","Beech",20,4.425696,"35"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN099",4,"RoqB",2481964,10.01000023,1018.950012,246.1221313,0.68,52.8400002,29.7199993,17.4300003,0.27,0.27,0.15,32.1699982,"Cultivated Crops",0.75999999,2107.01703248017
"3795",3795,3794,1,3794,NA,764691.8372,533814.0546," ","233143400640tree2",2.33e+11,"Reuben J. Dawson",1834,"IN","Marshall",NA,"tree2","Other","Beech","beech","Beech",20,9.957816,"69.5"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN085",5,"WlB",160929,9.960000038,1000.409973,255.5808258,1,49.4900017,31.0100002,19.5,0.29,0.29,0.18,8.9799995,"Developed, Open Space",0.75999999,19545.4247130614
"3796",3796,3795,1,3795,NA,739189.6872,545270.3687," ","235113600100tree1",2.35e+11,"David Hillis",1834,"IN","Marshall",NA,"tree1","Other","Beech","Beech","Beech",20,9.656064,"48.5"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN099",4,"ReyA",1702564,9.949999809,1020.72998,242.413208,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.25,0.19,9.1700001,"Cultivated Crops",0.800000012,2437.56572445638
"3797",3797,3796,1,3796,NA,768005.3903,536917.2321," ","234143600240tree2",2.34e+11,"Reuben J. Dawson",1835,"IN","Marshall",NA,"tree2","Other","Beech","beech","Beech",20,6.839712,"279"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN085",5,"Re",160908,9.93999958,997.2600098,251.2531281,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.25,0.19,9.1700001,"Developed, Open Space",0.800000012,23537.7565465937
"3798",3798,3797,1,3797,NA,756349.4996,524378.4859," ","232133500640tree1",2.32e+11,"David Hillis",1834,"IN","Marshall",NA,"tree1","Other","Beech","Beech","Beech",20,2.615184,"106"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN099",4,"RopB",1702566,9.960000038,1010.320007,247.0818787,0.91,53.8699989,28.1800003,17.9500008,0.25,0.25,0.15,22.1000004,"Developed, Open Space",0.75,9841.8291432507
"3799",3799,3798,1,3798,NA,750184.2331,536864.821," ","234123700200tree2",2.34e+11,"Robert Clark",1834,"IN","Marshall",NA,"tree2","Other","Beech","beech","Beech",20,5.632704,"191"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN099",4,"TxuA",2451239,10.01000023,1018.26001,243.3148804,0.48,88.9300003,6.6500001,4.4200001,0.08,0.08,0.09,91.7399979,"Cultivated Crops",0.460000008,6173.69908814099
"3800",3800,3799,1,3799,NA,770127.2557,516838.966," ","232153140200tree2",2.32e+11,"Reuben J. Dawson",1834,"IN","Kosciusko",NA,"tree2","Other","Beech","beech","Beech",20,7.242048,"158"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN085",5,"RlA",160909,10,995.7600098,262.2645264,0.9,46,33,21,0.28,0.28,0.16,12.9799995,"Developed, Open Space",0.769999981,24052.6792011646
"3801",3801,3800,1,3800,NA,747914.0274,541805.7886," ","234123540500tree2",2.34e+11,"David Hillis",1834,"IN","Marshall",NA,"tree2","Other","Beech","beech","Beech",20,2.615184,"157"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN099",4,"CvdA",1702545,9.970000267,1021.400024,252.308197,0.86,42.0400009,36.7200012,21.2399998,0.34,0.34,0.15,4.54,"Developed, Low Intensity",0.560000002,3959.75143970188
"3802",3802,3801,1,3801,NA,758456.5687,543800.559," ","234133600640tree1",2.34e+11,"David Hillis",1834,"IN","Marshall",NA,"tree1","Other","Beech","beech","Beech",20,4.626864,"333"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN099",4,"CvdA",1702545,9.909999847,1011,251.4990082,0.86,42.0400009,36.7200012,21.2399998,0.34,0.34,0.15,4.54,"Developed, Open Space",0.560000002,14675.0739614797
"3803",3803,3802,1,3802,NA,755466.5592,521987.3212," ","232133440500tree2",2.32e+11,"David Hillis",1834,"IN","Marshall",NA,"tree2","Other","Beech","Beech","Beech",20,6.236208,"148"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN099",4,"GdnA",2451235,9.949999809,1010.969971,237.7023315,3.53,77.1800003,13.3500004,9.4700003,0.14,0.14,0.11,16.25,"Cultivated Crops",0.720000029,8986.30816747481
"3804",3804,3803,1,3803,NA,763747.3058,526590.8162," ","233143340200tree1",2.33e+11,"Reuben J. Dawson",1834,"IN","Marshall",NA,"tree1","Other","Beech","beech","Beech",20,4.928616,"288.75"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN099",4,"WtbA",2487341,9.949999809,1000.919983,252.3757324,1.29,40.6300011,37.5699997,21.7999992,0.32,0.32,0.19,9.3100004,"Developed, Open Space",0.889999986,17495.6718462441
"3805",3805,3804,1,3804,NA,766096.3286,520157.9031," ","232143500400tree1",2.32e+11,"Reuben J. Dawson",1834,"IN","Marshall",NA,"tree1","Other","Beech","Beech","Beech",20,17.300448,"43.75"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN085",5,"OrA",160898,9.890000343,1000.090027,242.0735626,0.57,83.2200012,11.2700005,5.5100002,0.11,0.12,0.1,82.8499985,"Developed, Open Space",0.560000002,19770.4223010245
"3806",3806,3805,1,3805,NA,776711.6535,526383.6599," ","233153540200tree2",2.33e+11,"Reuben J. Dawson",1834,"IN","Kosciusko",NA,"tree2","Other","Beech","Beech","Beech",20,5.632704,"126.5"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN085",5,"RlA",160909,9.890000343,988.8499756,256.7929993,0.9,46,33,21,0.28,0.28,0.16,12.9799995,"Developed, Open Space",0.769999981,30301.6775704779
"3807",3807,3806,1,3806,NA,740877.2882,548430.8536," ","235113700300tree2",2.35e+11,"David Hillis",1834,"IN","Marshall",NA,"tree2","Other","Beech","Beech","Beech",20,8.449056,"241"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN099",4,"RopB",1702566,9.829999924,1026.890015,248.8873596,0.91,53.8699989,28.1800003,17.9500008,0.25,0.25,0.15,22.1000004,"Cultivated Crops",0.75,4742.16423482818
"3808",3808,3807,1,3807,NA,753881.8024,551264.1495," ","235133300500tree2",2.35e+11,"Robert Clark, Jr.",1834,"IN","Marshall",NA,"tree2","Other","Beech","Beech","Beech",20,5.431536,"243"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN141",4,"RopA",612351,9.800000191,1028.709961,258.0385437,0.91,53.8699989,28.1800003,17.9500008,0.25,0.25,0.15,22.1000004,"Cultivated Crops",0.75999999,12661.3154919117
"3809",3809,3808,1,3808,NA,762142.736,526629.1519," ","233143240200tree1",2.33e+11,"Reuben J. Dawson",1834,"IN","Marshall",NA,"tree1","Other","Beech","beech","Beech",20,5.833872,"61"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN099",4,"CvdA",1702545,9.949999809,1003.73999,252.7835083,0.86,42.0400009,36.7200012,21.2399998,0.34,0.34,0.15,4.54,"Cultivated Crops",0.560000002,15903.6295756967
"3810",3810,3809,1,3809,NA,751450.1658,521348.6221," ","232133200440tree2",2.32e+11,"David Hillis",1834,"IN","Marshall",NA,"tree2","Other","Beech","Beech","Beech",20,7.644384,"262"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN099",4,"RopB",1702566,9.949999809,1014.530029,251.1917572,0.91,53.8699989,28.1800003,17.9500008,0.25,0.25,0.15,22.1000004,"Developed, Open Space",0.75,5223.93318941278
"3811",3811,3810,1,3810,NA,756368.5975,526796.7554," ","233133500200tree1",2.33e+11,"David Hillis",1834,"IN","Marshall",NA,"tree1","Other","Beech","Beech","Beech",20,4.828032,"125"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN099",4,"CvdA",1702545,9.970000267,1010.359985,247.1183472,0.86,42.0400009,36.7200012,21.2399998,0.34,0.34,0.15,4.54,"Cultivated Crops",0.560000002,10142.3645786857
"3812",3812,3811,1,3811,NA,739148.8992,544448.2358," ","234113600640tree2",2.34e+11,"David Hillis",1834,"IN","Marshall",NA,"tree2","Other","Beech","Beech","Beech",20,2.01168,"270"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN099",4,"RopA",1702565,9.949999809,1020.72998,245.7117615,0.91,53.8699989,28.1800003,17.9500008,0.25,0.25,0.15,22.1000004,"Developed, Open Space",0.75999999,1963.53155377457
"3813",3813,3812,1,3812,NA,769576.2063,536055.9507," ","234143700200tree1",2.34e+11,"Reuben J. Dawson",1835,"IN","Marshall",NA,"tree1","Other","Beech","beech","Beech",20,14.685264,"242.5"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN085",5,"Bp",160855,9.949999809,994.3599854,254.8808441,0.46,66.5899963,20.2700005,13.1400003,0.17,0.17,0.15,28.2299995,"Developed, Open Space",0.660000026,24811.7495953921
"3814",3814,3813,1,3813,NA,765004.6715,545262.1875," ","235143400140tree3",2.35e+11,"Reuben J. Dawson",1834,"IN","St. Joseph",NA,"tree3","Other","Sugar Maple","Sugar","Maple",20,8.449056,"1"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN039",4,"BuuA",165330,9.920000076,1001.75,260.3579407,2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.26,0.18,9.1700001,"Developed, Open Space",0.790000021,21384.3184067925
"3815",3815,3814,1,3814,NA,759604.3161,528280.2797," ","233133700300tree2",2.33e+11,"David Hillis",1834,"IN","Marshall",NA,"tree2","Other","Sugar Maple","Sugar","Maple",20,7.443216,"188"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN099",4,"RopB",1702566,9.960000038,1006.429993,255.9472046,0.91,53.8699989,28.1800003,17.9500008,0.25,0.25,0.15,22.1000004,"Developed, Open Space",0.75,13508.8849811054
"3816",3816,3815,1,3815,NA,766014.2315,516918.0406," ","232143500200tree2",2.32e+11,"Reuben J. Dawson",1834,"IN","Marshall",NA,"tree2","Other","Sugar Maple","Sugar","Maple",20,6.03504,"231.5"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN085",5,"WlB",160929,9.949999809,1001.23999,252.462616,1,49.4900017,31.0100002,19.5,0.29,0.29,0.18,8.9799995,"Cultivated Crops",0.75999999,19939.7068923085
"3817",3817,3816,1,3816,NA,765023.5166,546050.0853," ","235143400200tree2",2.35e+11,"Reuben J. Dawson",1834,"IN","St. Joseph",NA,"tree2","Other","Sugar Maple","Sugar","Maple",20,3.01752,"244.5"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN039",4,"CvdA",165351,9.909999847,1001.849976,263.8686218,0.86,42.0400009,36.7200012,21.2399998,0.34,0.34,0.15,4.54,"Cultivated Crops",0.560000002,21529.6916468302
"3818",3818,3817,1,3817,NA,756543.7381,532440.3213," ","233133500540tree1",2.33e+11,"David Hillis",1834,"IN","Marshall",NA,"tree1","Other","Beech","beech","Beech",20,2.615184,"81"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN099",4,"CwkB",2481936,9.989999771,1010.099976,259.9487,0.92,76.8600006,13.1800003,9.96,0.17,0.17,0.1,61.2599983,"Developed, Open Space",0.560000002,11291.9676976602
"3819",3819,3818,1,3818,NA,770154.9323,518455.7189," ","232153140300tree2",2.32e+11,"Reuben J. Dawson",1834,"IN","Kosciusko",NA,"tree2","Other","Black Walnu","b walnut","Walnut",20,11.667744,"135"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN085",5,"Wt",160932,9.949999809,994.9299927,249.8601227,1.29,40.6300011,37.5699997,21.7999992,0.32,0.32,0.19,9.3100004,"Developed, Open Space",0.889999986,24068.605450633
"3820",3820,3819,1,3819,NA,777490.4783,520758.442," ","232153600440tree1",2.32e+11,"Reuben J. Dawson",1834,"IN","Kosciusko",NA,"tree1","Other","Beech","beech","Beech",20,7.242048,"33"," "," "," "," ",NA,NA," "," "," ",NA," "," "," "," ","East","IN085",5,"Bc",160850,10,988.3800049,259.4020691,2.49,51,30.0400009,18.9599991,0.21,0.21,0.19,9.1700001,"Cultivated Crops",0.779999971,31020.5334550284
